Peak,p-value,q-value,B1050328-154-CRE KP,B1050603-077-CRE KP,B1050723-021-CRE KP,B1050902-121-CRE KP,B1060202-094-CRE KP,B1060217-087-CRE KP,B1060311-004-CRE KP,B1060429-067-CRE KP,B1060522-013-CRE KP,B1060606-077-CRE KP,B1060704-084-CRE KP,B1061002-071-CRE KP,B1061025-055-CRE KP,M1050108-162-CRE KP,M1050123-092-CRE KP,M1050128-177-CRE KP,M1050314-245-CRE KP,M1050420-111-CRE KP,M1050501-018-CRE KP,M1050824-079-CRE KP,M1050926-240-CRE KP,M1051122-089-CRE KP,M1051223-071-CRE KP,M1051230-039-CRE KP,M1060108-042-CRE KP-2,M1060108-060-CRE KP,M1060112-033-CRE KP,M1060118-031-CRE KP,M1060123-258-CRE KP,M1060202-212-CRE KP,M1060214-012-CRE KP,M1060226-032-CRE KP,M1060314-010-CRE KP-2,M1060421-139-CRE KP,M1060522-008-CRE KP,M1060630-118-CRE KP,M1060702-055-CRE KP,M1060716-086-CRE KP,M1060723-056-CRE KP,M1060808-110-CRE KP,M1060810-148-CRE KP,M1060814-076-CRE KP,M1060815-124-CRE KP,M1060908-027-CRE KP,M1060912-032-CRE KP,M1061023-229-CRE KP,B1050119-108-non CRE KP,B1050125-102-non CRE KP,B1050219-053-non CRE KP-2,B1050414-116-non CRE KP,B1050422-104-non CRE KP,B1050429-048-non CRE KP,B1050704-185-non CRE KP-2,B1050714-125-non CRE KP,B1050802-057-non CRE KP,B1050906-127-non CRE KP-2,B1051019-050-non CRE KP,B1060117-004-non CRE KP,B1060125-048-non CRE KP,B1060125-147-non CRE KP,B1060126-056-non CRE KP,B1060126-097-non CRE KP-2,B1060216-038-non CRE KP,B1060223-006-non CRE KP-2,B1060223-082-non CRE KP,B1060310-011-non CRE KP-2,B1060320-165-non CRE KP,B1060326-068-non CRE KP,B1060402-034-non CRE KP,B1060404-034-non CRE KP,B1060406-071-non CRE KP,B1060409-035-non CRE KP,B1060413-035-non CRE KP,B1060421-102-non CRE KP,B1060422-055-non CRE KP,B1060429-096-non CRE KP-2,B1060508-118-non CRE KP,B1060510-109-non CRE KP,B1060512-043-non CRE KP,B1060518-059-non CRE KP,B1060518-100-non CRE KP,B1060910-039-non CRE KP,B1060919-032-non CRE KP,B1060923-134-non CRE KP,B1061015-054-non CRE KP,B1061021-093-non CRE KP,B1061025-014-non CRE KP,M1050120-162-non CRE KP,M1050401-169-non CRE KP-2,M1050912-089-non CRE KP,M1060405-181-non CRE KP-2,M1060407-138-non CRE KP,M1060410-195-non CRE KP,M1060414-167-non CRE KP-2,M1060423-047-non CRE KP
7536.9688,0.012617574,0.290007058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30761.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98786.16,0,47732.75,30776.91,0,0,0,22603.51,38373.32,0,9811.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8852.806,0.012617574,0.290007058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3889720.25,0,46280.72,0,0,0,0,0,47157.38,239516.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,777044,0,0,0,0,33476.19,0,96523.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11718.31,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1227.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13001.583,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5793.53,0,0,0,0,0,0,3082.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2865.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15049.043,0.026867364,0.395218921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649819.25,0,0,0,0,0,0,0,0,0,0,4935.96,13191.85,0,0,0,9899.56,39308.96,0,169234.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15129.835,0.49518477,0.992393457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170752.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8164.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16080.808,0.242777156,0.848278375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63779.96,415729.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19431.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2038.93,1,1,0,0,8268.75,8522.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17827.25,0,32830.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2097.7375,1,1,0,0,0,0,0,0,0,0,0,0,0,0,34387.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76167.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84963.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37583.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2366.795,1,1,0,0,0,0,0,0,0,0,0,0,0,0,124485.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20428.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2423.684,0.194573732,0.834454692,0,0,0,0,0,0,0,21915.49,65700.02,0,0,0,6611.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485364.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22817.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2681.9543,1,1,0,0,0,0,0,0,0,0,0,25776.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16329.74,0,0,0,0,14762.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145920.08,0,24752.36,0,2339615.25,0,0,0,0,0,0,0,0,0,21010.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2703.535,0.678202952,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25620.45,0,0,0,20238.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54170.82,0,0,394793,0,0,0,0,0,0,0,0,0,0,10906.33,276105.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3028.0432,0.242777156,0.848278375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510971.63,0,0,0,0,0,0,0,0,0,0,0,0,15001.21,0,0,0,0,0,639306.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3339.9175,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17968.78,0,0,0,0,0,14517.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79066.64,0,9232.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4417.86,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94622.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5551.397,0.609175306,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2794.53,0,0,0,9030.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7107.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5852.3867,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7574.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,849690.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69786.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6258.445,0.49518477,0.992393457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1594.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50382.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7415.4683,0.425884811,1,0,0,0,0,0,17187.17,0,0,20765.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5624.71,0,0,0,1311778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17481.22,0,0,0,0,0,0,0,0,0,0,0,0,0,5237.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8043.2725,1,1,0,0,0,0,3660.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187143.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,803303.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2894.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10566.92,1,1,0,0,0,0,0,0,0,0,18888.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1279.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2117.52,0.609175306,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13165.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14753.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2508.901,0.043201329,0.477813194,132343.09,0,0,30683.19,0,0,0,0,31572.36,0,0,0,0,186672.86,110481.09,0,0,178864.66,116545.31,0,0,53100.91,0,380274.28,46120.45,0,74103.82,0,93309.94,254834.31,102549.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10771.99,0,5482.94,0,0,40747.03,0,0,153978.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16348.75,0,0,0,15920.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2564.8164,0.003118414,0.152906245,0,74204.06,0,0,0,0,0,38660.16,238305.27,0,0,6710.83,0,0,446785.09,193001.06,0,301418.69,0,0,0,0,49080.66,52046.9,0,30768.31,0,0,24696.23,93979.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277414.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109994.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2706.943,0.139161272,0.677835201,7298.72,0,0,0,0,17516.49,0,0,0,0,0,0,0,0,28950.86,28351.32,0,0,13635.21,0,0,34875.09,0,0,0,0,25026.33,0,43709.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4996.21,0,0,0,0,0,15581.33,207078.98,0,0,0,0,7389.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10661.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3162.9658,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25814.14,23828.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47089.09,0,0,0,0,0,20400.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123203.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3528.4734,0.609175306,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8184.78,0,0,0,59840.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377389.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3581.08,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33860.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4197.287,0.258247942,0.836746086,0,0,0,0,0,0,0,0,0,0,0,0,123769.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387909.69,18020.75,191807.31,0,0,0,0,0,0,0,0,0,110017.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81803.96,11306.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4304.9434,0.609175306,1,0,0,0,0,0,0,0,0,0,0,0,0,0,59388.93,0,0,19609.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628621.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4659.66,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323751.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62996.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4811.3076,0.351457573,1,0,0,0,0,0,0,0,0,60003.15,0,0,1026.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39986.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244547.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5462.6987,0.678202952,1,66169.55,0,0,2018158.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6021530.5,0,0,0,0,0,0,0,59401.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127063.57,9150.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6181.9053,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26557.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3145.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6453.16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108371.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6751.97,0.49518477,0.992393457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8675.76,0,0,0,0,0,0,0,0,0,0,0,5290.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6899.46,0.49518477,0.992393457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16781.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342953.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7059.4766,0.104150006,0.660364909,0,0,0,0,0,0,0,0,41305.14,0,0,0,0,0,484782.78,0,0,0,0,0,0,0,0,8757.59,0,0,0,0,0,0,18150.73,0,0,0,35294.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26616.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7162.8604,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3038856.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5889958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7901.7344,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6611.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2265.34,51929.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223228.95,0,0,0,0,0,12247.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8133.17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15639.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8190.38,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15767.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101129.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9307.157,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4666.48,0,0,0,0,0,0,0,134019.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,771678.88,806210.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10929.148,0.362785825,0.977395511,0,0,0,1048554.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123879.01,0,0,0,0,0,0,0,25621.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37732.46,34998.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13799.37,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1902.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2448.8333,1,1,0,0,0,0,0,0,0,0,0,0,0,0,14076.38,0,0,22309.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33422.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170263.86,0,0,0,0,145912.14,7454.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2513.13,0.117812376,0.627905815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87587.04,0,0,0,365312.16,0,0,0,0,0,18454.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18024.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2832.755,0.49518477,0.992393457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25625.85,0,0,0,0,0,0,0,0,0,0,0,0,479241.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3049.8997,0.242777156,0.848278375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82700.04,0,0,0,0,0,0,45885.61,0,0,0,0,0,0,0,0,0,0,0,0,106456.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3292.336,0.362785825,0.977395511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18080.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62106.19,34106.79,0,0,0,0,0,701168.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21568.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3304.9963,0.609175306,1,0,0,0,0,0,0,0,0,0,0,0,12060.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48888.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6886.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3561.56,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432114.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3627.9563,0.735168601,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90782.66,0,0,0,67760.24,0,0,0,0,0,0,0,0,146083.02,0,11940.35,0,0,3222320.5,0,0,0,0,0,0,0,0,0,0,0,0,77297.13,0,0,0,0,0,0,0,0,2414799.5,30596.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66811.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4371.37,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22306.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4504.5903,0.617671495,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7455.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189883.33,51082.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4777.173,0.319102733,0.946371209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18890.81,0,217736.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128171.34,0,0,0,0,0,0,0,0,29021.8,94936.66,0,14753343,4251431.5,0,0,212692.08,0,0,369416.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1261627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4939.5415,0.678202952,1,0,0,0,0,0,0,0,0,0,443630.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30666.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,573313.5,0,0,0,0,0,135884.95,17672.01,69463.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
